Iterations,Training Accuracy,Training Loss,Test Accuracy,Test Loss
198,0.980000019073,7.80474042892,0.965099990368,11.6772413254
199,0.959999978542,11.4330873489,0.965499997139,11.4854135513
200,0.959999978542,25.5444355011,0.966799974442,11.3012228012
201,0.959999978542,10.9306945801,0.968200027943,10.7071304321
202,0.939999997616,17.5227622986,0.969099998474,10.304851532
203,0.980000019073,6.47594499588,0.970899999142,9.61387062073
204,0.949999988079,12.0216140747,0.970200002193,9.35683345795
205,0.990000009537,9.42396736145,0.969900012016,9.18794441223
206,0.959999978542,15.4662818909,0.972599983215,8.6052980423
207,0.959999978542,13.1365795135,0.97310000658,8.09668636322
208,0.97000002861,17.147026062,0.975600004196,7.79086971283
209,0.980000019073,4.71275615692,0.975099980831,7.84006547928
210,0.949999988079,14.1171302795,0.973900020123,8.04074287415
211,0.990000009537,8.7442035675,0.973399996758,8.10527992249
212,0.949999988079,9.13642883301,0.973699986935,8.21125221252
213,0.980000019073,11.1875724792,0.974300026894,8.04871749878
214,0.949999988079,12.9800233841,0.975499987602,7.69390153885
215,0.980000019073,8.36204719543,0.976800024509,7.46083784103
216,0.980000019073,7.78666448593,0.976999998093,7.33161211014
217,0.980000019073,7.28700256348,0.977100014687,7.28624010086
218,0.990000009537,4.40027523041,0.977500021458,7.36004734039
219,0.949999988079,17.9030132294,0.977500021458,7.42409515381
220,0.97000002861,17.2105064392,0.977400004864,7.41731739044
221,0.980000019073,5.59926986694,0.977400004864,7.23540639877
222,0.980000019073,6.08507061005,0.977400004864,7.09786510468
223,0.97000002861,7.32827854156,0.977599978447,6.9489402771
224,0.939999997616,11.5488071442,0.977800011635,6.81207609177
225,0.990000009537,1.84743082523,0.977999985218,6.79948091507
226,0.990000009537,3.0009636879,0.977199971676,7.06319665909
227,0.949999988079,19.8596534729,0.975099980831,7.53447723389
228,0.959999978542,10.3023138046,0.973299980164,7.80835533142
229,0.980000019073,5.0285410881,0.973800003529,7.53224658966
230,0.980000019073,7.37596988678,0.975300014019,7.28987693787
231,0.97000002861,9.67790412903,0.975600004196,7.24536418915
232,0.980000019073,6.76927852631,0.976000010967,7.18020057678
233,0.97000002861,6.31886434555,0.975499987602,7.3011674881
234,0.97000002861,10.6522302628,0.976300001144,6.93731307983
235,1.0,1.67976260185,0.978100001812,6.51762247086
236,0.949999988079,16.2836894989,0.978399991989,6.36155319214
237,0.97000002861,6.56144332886,0.979499995708,6.34730529785
238,0.980000019073,5.85085296631,0.979200005531,6.51868152618
239,0.980000019073,6.73615026474,0.978600025177,6.49513626099
240,0.97000002861,9.29174804688,0.978299975395,6.47296476364
241,1.0,2.06144666672,0.978200018406,6.50495529175
242,0.990000009537,2.9268386364,0.977999985218,6.70911884308
243,0.97000002861,5.10116004944,0.976999998093,6.91195821762
244,1.0,1.54601550102,0.976599991322,7.02304601669
245,0.939999997616,22.609375,0.977400004864,7.13975334167
246,0.97000002861,11.4472351074,0.978600025177,6.64613008499
247,0.97000002861,8.25883579254,0.979399979115,6.29618740082
248,0.97000002861,9.07443141937,0.980099976063,5.94197416306
249,0.990000009537,5.3203792572,0.981599986553,5.77348041534
250,0.980000019073,4.72925186157,0.981500029564,5.83879756927
251,0.980000019073,3.85555887222,0.980499982834,6.06576538086
252,0.959999978542,8.2822265625,0.980700016022,6.20738267899
253,0.980000019073,8.05530357361,0.980300009251,6.11347532272
254,0.97000002861,5.667552948,0.980899989605,5.89354801178
255,1.0,1.77924525738,0.980799973011,5.76305150986
256,0.959999978542,15.9356203079,0.980199992657,5.80677175522
257,0.990000009537,7.78399467468,0.980599999428,5.73843574524
258,0.990000009537,2.43683123589,0.97990000248,5.92556905746
259,0.990000009537,6.10569095612,0.980099976063,6.17990732193
260,0.97000002861,10.5648727417,0.978999972343,6.44644403458
261,0.959999978542,8.32049942017,0.978900015354,6.32862472534
262,0.990000009537,4.54117536545,0.979399979115,5.9923248291
263,0.97000002861,7.2876291275,0.979499995708,6.30451440811
264,0.97000002861,7.91176700592,0.976700007915,7.19295740128
265,0.930000007153,16.7799415588,0.973299980164,8.24728393555
266,1.0,2.22068881989,0.972999989986,8.51168441772
267,0.990000009537,3.2292175293,0.972699999809,8.69501495361
268,0.959999978542,12.2377147675,0.972599983215,8.86662483215
269,0.959999978542,10.7427444458,0.974300026894,8.23943710327
270,0.97000002861,15.1867303848,0.976999998093,7.33645248413
271,0.97000002861,11.5100307465,0.976800024509,7.27193498611
272,0.990000009537,7.4161400795,0.976300001144,7.56983995438
273,0.97000002861,11.1598873138,0.973900020123,8.2032623291
274,0.990000009537,3.46964049339,0.97619998455,7.68172979355
275,0.980000019073,6.81690120697,0.976599991322,7.35266065598
276,0.949999988079,16.8805770874,0.977500021458,6.90604352951
277,0.97000002861,7.68229389191,0.97879999876,6.32188081741
278,0.980000019073,4.53184223175,0.980099976063,6.06676149368
279,1.0,1.58168578148,0.980700016022,6.03859615326
280,0.980000019073,7.81457328796,0.980099976063,6.17904663086
281,0.980000019073,5.82600784302,0.979700028896,6.15053939819
282,0.97000002861,6.81873846054,0.978900015354,6.08429813385
283,0.980000019073,4.6150021553,0.978900015354,6.17437601089
284,0.990000009537,4.84836196899,0.977800011635,6.605946064
285,0.959999978542,20.4444847107,0.976599991322,7.1490445137
286,0.980000019073,7.06586313248,0.97469997406,7.76819372177
287,0.980000019073,10.5654096603,0.972500026226,8.73656272888
288,0.930000007153,19.325881958,0.972100019455,8.80887508392
289,0.990000009537,11.1707448959,0.973200023174,8.34330368042
290,0.990000009537,2.65760421753,0.974300026894,8.06150531769
291,0.959999978542,8.10123157501,0.975799977779,7.21646404266
292,0.97000002861,8.26420688629,0.980099976063,5.99073457718
293,0.97000002861,11.523355484,0.981000006199,5.69882392883
294,1.0,1.2348805666,0.981100022793,5.95039749146
295,1.0,2.03406906128,0.978699982166,6.64419841766
296,0.97000002861,8.24369049072,0.97729998827,7.46436262131
297,0.939999997616,13.36145401,0.97619998455,7.84838724136
298,0.980000019073,5.46291685104,0.975000023842,8.08503913879
299,0.980000019073,7.81434345245,0.974600017071,7.89764356613
300,0.939999997616,22.2649822235,0.975799977779,7.57339382172
301,0.959999978542,11.6568717957,0.973399996758,7.63415384293
302,0.990000009537,4.67338752747,0.971700012684,8.32699966431
303,0.97000002861,6.57169246674,0.968800008297,9.42229747772
304,0.980000019073,8.1767244339,0.96749997139,10.4723749161
305,0.97000002861,6.47397994995,0.967899978161,10.2502498627
306,0.97000002861,10.4998779297,0.971700012684,9.12406730652
307,0.97000002861,8.03687858582,0.974500000477,8.24422645569
308,0.959999978542,7.45278167725,0.976999998093,7.25050544739
309,0.980000019073,12.5442008972,0.978299975395,6.80601501465
310,0.97000002861,8.25239276886,0.979700028896,6.50950908661
311,0.990000009537,4.72984600067,0.980300009251,6.2259106636
312,0.97000002861,16.2259502411,0.979799985886,6.21413087845
313,0.97000002861,7.28921461105,0.979300022125,6.18216180801
314,0.980000019073,10.0783004761,0.979099988937,6.22941875458
315,0.980000019073,7.82222652435,0.978699982166,6.52763557434
316,0.980000019073,5.59610414505,0.977999985218,6.75550317764
317,0.980000019073,5.29398441315,0.977800011635,6.81118535995
318,0.990000009537,4.15796661377,0.978399991989,6.67380332947
319,1.0,1.88501751423,0.97990000248,6.3511929512
320,0.97000002861,7.07146692276,0.980499982834,6.23177623749
321,0.97000002861,7.83060884476,0.979600012302,6.38504457474
322,0.97000002861,9.87176418304,0.980099976063,6.22562074661
323,0.980000019073,9.42746543884,0.978999972343,6.40281534195
324,0.97000002861,8.49036121368,0.97619998455,7.29558992386
325,0.990000009537,5.84858417511,0.972899973392,8.72193908691
326,0.980000019073,4.2920589447,0.971199989319,9.83188533783
327,0.949999988079,8.93105697632,0.972599983215,9.15407085419
328,0.97000002861,9.20016860962,0.976999998093,7.32978820801
329,1.0,2.0414557457,0.980300009251,6.46670627594
330,0.97000002861,9.17224121094,0.981100022793,6.23735237122
331,0.980000019073,4.04827880859,0.980000019073,6.34605121613
332,0.990000009537,4.91874790192,0.97729998827,6.81415128708
333,0.990000009537,2.69251132011,0.97619998455,6.97946453094
334,0.980000019073,5.57064437866,0.973999977112,7.29861354828
335,0.949999988079,17.4109611511,0.97570002079,7.03585958481
336,0.959999978542,9.12292098999,0.976999998093,6.64623308182
337,0.959999978542,12.5535011292,0.979799985886,6.23264074326
338,1.0,1.47732186317,0.97879999876,6.24439477921
339,0.949999988079,27.0577735901,0.97570002079,7.21928119659
340,0.980000019073,7.80454874039,0.970200002193,8.5832233429
341,0.97000002861,14.1479377747,0.968400001526,8.99108791351
342,0.959999978542,11.967710495,0.975799977779,7.37581539154
343,0.990000009537,3.74076890945,0.977900028229,6.52598667145
344,0.97000002861,8.18194198608,0.978900015354,6.29907226562
345,0.990000009537,2.60240507126,0.978600025177,6.33302688599
346,0.980000019073,7.9208984375,0.97879999876,6.61504554749
347,0.990000009537,6.88987731934,0.977999985218,6.8008556366
348,0.990000009537,4.05207872391,0.977100014687,6.88705444336
349,0.97000002861,17.4259986877,0.975799977779,6.97542953491
350,0.990000009537,5.15984630585,0.976999998093,7.13753128052
351,0.980000019073,8.25726985931,0.975499987602,7.34410810471
352,0.959999978542,15.4319067001,0.975099980831,7.70744752884
353,0.949999988079,17.8725204468,0.973399996758,8.41287708282
354,0.980000019073,7.62250518799,0.973200023174,8.33502292633
355,0.990000009537,5.94865036011,0.975099980831,7.65292263031
356,0.959999978542,7.98674678802,0.977500021458,7.03109502792
357,0.97000002861,9.95154762268,0.976599991322,7.12652492523
358,0.97000002861,13.2718744278,0.975799977779,7.7129817009
359,0.97000002861,8.09446144104,0.972400009632,8.42237281799
360,0.990000009537,2.88920640945,0.972599983215,8.36483573914
361,0.949999988079,14.0915689468,0.974799990654,7.89157819748
362,0.980000019073,4.75313854218,0.97879999876,6.76450872421
363,0.980000019073,7.08033943176,0.980099976063,6.27476930618
364,0.959999978542,16.3460559845,0.979600012302,6.12383413315
365,0.97000002861,6.10240983963,0.980099976063,5.73769378662
366,0.980000019073,6.00148391724,0.981299996376,5.64256238937
367,0.990000009537,3.76330327988,0.979799985886,5.8267865181
368,0.990000009537,5.33689212799,0.978600025177,6.1674246788
369,0.990000009537,4.36563920975,0.977699995041,6.4029841423
370,0.959999978542,15.414481163,0.977100014687,6.58085727692
371,0.980000019073,9.13395309448,0.976999998093,6.71324729919
372,0.980000019073,4.14492177963,0.976499974728,6.82342863083
373,0.990000009537,3.69271707535,0.976400017738,6.61710786819
374,0.980000019073,6.4547328949,0.976800024509,6.60781621933
375,0.980000019073,3.77582192421,0.978399991989,6.32996559143
376,0.97000002861,5.79677009583,0.979499995708,6.06030702591
377,0.980000019073,6.22777843475,0.980300009251,5.98555803299
378,0.97000002861,8.23829841614,0.980400025845,6.06002902985
379,0.959999978542,4.84011936188,0.980400025845,6.10704851151
380,1.0,2.79585242271,0.978999972343,6.22702217102
381,0.990000009537,4.78853225708,0.978500008583,6.39452409744
382,0.990000009537,2.89353966713,0.978999972343,6.4382815361
383,0.97000002861,12.6492004395,0.97879999876,6.3250951767
384,0.97000002861,7.14818668365,0.979700028896,6.15290403366
385,0.959999978542,14.2683162689,0.979099988937,6.26784658432
386,0.990000009537,8.6398267746,0.976899981499,6.97992515564
387,0.990000009537,5.07389783859,0.974500000477,7.70515727997
388,0.990000009537,3.90931487083,0.974399983883,7.9127779007
389,0.949999988079,15.9227371216,0.97469997406,7.73202991486
390,0.97000002861,13.5878324509,0.978399991989,6.40801715851
391,0.990000009537,4.43134355545,0.978900015354,5.99509525299
392,0.980000019073,4.37798309326,0.978999972343,5.94050216675
393,0.959999978542,5.22322320938,0.978399991989,6.05449438095
394,0.990000009537,3.14380478859,0.979399979115,5.96604728699
395,1.0,1.90222597122,0.979799985886,6.1728978157
396,0.97000002861,7.43830490112,0.978399991989,6.6490650177
397,0.97000002861,4.30983448029,0.974600017071,7.71692466736
398,0.939999997616,14.7666845322,0.971199989319,8.63034820557
399,0.959999978542,20.8847923279,0.977199971676,6.87387895584
400,0.97000002861,5.83083438873,0.978500008583,5.95282745361
401,0.980000019073,5.90756368637,0.977199971676,6.58424806595
402,0.980000019073,6.0994591713,0.973800003529,8.20881080627
403,0.97000002861,8.75581741333,0.969699978828,9.68402862549
404,0.980000019073,5.06331539154,0.969399988651,9.38432407379
405,0.980000019073,6.53321170807,0.973399996758,7.97276210785
406,0.97000002861,13.3078947067,0.975000023842,7.32215356827
407,0.980000019073,7.52044630051,0.975300014019,6.80303478241
408,0.980000019073,9.55557537079,0.97879999876,6.30572414398
409,0.980000019073,7.76050758362,0.97990000248,6.21205806732
410,0.920000016689,14.49214077,0.97990000248,6.24908399582
411,0.980000019073,3.60706782341,0.980499982834,6.13461923599
412,0.959999978542,8.28851127625,0.979300022125,6.07872867584
413,0.990000009537,4.08761978149,0.980300009251,6.06564569473
414,0.990000009537,6.93103170395,0.98189997673,5.9283156395
415,0.980000019073,4.41053009033,0.981500029564,6.04860591888
416,0.990000009537,2.63691139221,0.980700016022,6.23118925095
417,0.959999978542,12.4941158295,0.979700028896,6.26431465149
418,0.97000002861,6.60319232941,0.980899989605,5.86277008057
419,0.959999978542,11.1600437164,0.982400000095,5.50135755539
420,0.980000019073,3.80701112747,0.983399987221,5.39254379272
421,1.0,0.975998103619,0.983500003815,5.43600654602
422,0.959999978542,10.4471168518,0.983699977398,5.62392520905
423,0.97000002861,16.8075256348,0.983399987221,5.46476125717
424,1.0,0.951357066631,0.985099971294,5.01443576813
425,0.959999978542,7.60991859436,0.985199987888,4.79719400406
426,0.980000019073,10.529964447,0.985000014305,4.74480342865
427,0.990000009537,4.89696502686,0.983500003815,5.04071521759
428,0.97000002861,7.44821071625,0.981000006199,5.45778799057
429,0.959999978542,11.3044061661,0.980599999428,5.70314359665
430,0.980000019073,9.75142002106,0.981999993324,5.408015728
431,1.0,1.39305448532,0.98290002346,5.06414079666
432,0.97000002861,8.77481460571,0.982500016689,5.01253175735
433,0.939999997616,10.3439826965,0.982500016689,5.10850954056
434,0.980000019073,7.95006322861,0.981100022793,5.50487661362
435,0.980000019073,7.77027845383,0.979399979115,6.38646650314
436,0.980000019073,5.28882074356,0.973800003529,8.1398639679
437,0.939999997616,27.5412025452,0.9632999897,11.3818883896
438,0.949999988079,21.4041824341,0.965399980545,10.3951835632
439,0.949999988079,10.4041032791,0.975099980831,7.68902444839
440,0.990000009537,5.22111797333,0.979300022125,6.16351509094
441,0.97000002861,7.79454183578,0.978900015354,6.562022686
442,0.990000009537,3.16393923759,0.977699995041,7.39044761658
443,0.980000019073,7.7640953064,0.975499987602,8.29242706299
444,0.980000019073,10.4106998444,0.974300026894,9.0194568634
445,0.97000002861,12.5266475677,0.976000010967,8.36814212799
446,0.97000002861,11.0102376938,0.97729998827,7.62801265717
447,0.990000009537,5.48580360413,0.979799985886,6.86334133148
448,0.97000002861,11.478559494,0.980899989605,6.30202579498
449,0.980000019073,4.6052312851,0.982599973679,5.65539693832
450,0.990000009537,7.20301961899,0.983900010586,5.22271251678
451,0.97000002861,6.40073776245,0.985300004482,4.96303987503
452,0.980000019073,9.50992965698,0.985000014305,4.77062416077
453,1.0,2.28900361061,0.985800027847,4.71506643295
454,0.97000002861,5.8209695816,0.986000001431,4.79816246033
455,0.990000009537,3.25187897682,0.985700011253,4.87870836258
456,0.97000002861,4.7301530838,0.985400021076,4.95054388046
457,0.980000019073,6.38144445419,0.985700011253,4.94351243973
458,1.0,2.22123122215,0.985499978065,4.94197559357
459,0.980000019073,10.668264389,0.984600007534,4.96944284439
460,0.980000019073,4.0682091713,0.983600020409,4.90467405319
461,1.0,2.51011133194,0.983699977398,4.81072902679
462,0.980000019073,12.3913383484,0.984600007534,4.80105495453
463,1.0,1.8765733242,0.984899997711,4.55735588074
464,0.990000009537,2.20148134232,0.985000014305,4.40544939041
